time,hip_pos_x,hip_pos_y,hip_pos_z,knee_pos_x,knee_pos_y,knee_pos_z,ankl_pos_x,ankl_pos_y,ankl_pos_z
0.125,0,0,0,-0.012110347,-0.002018368,-0.419820516,-0.020556612,-0.004037167,-0.839730727
0.13,0,0,0,-0.012110347,-0.002018368,-0.419820516,-0.020556612,-0.004037167,-0.839730727
0.135,0,0,0,-0.012110347,-0.002018368,-0.419820516,-0.020556612,-0.004037167,-0.839730727
0.14,0,0,0,-0.012110347,-0.002018368,-0.419820516,-0.020556612,-0.004037167,-0.839730727
0.145,0,0,0,-0.012110347,-0.002018368,-0.419820516,-0.020556612,-0.004037167,-0.839730727
0.15,0,0,0,-0.012110347,-0.002018368,-0.419820516,-0.020556612,-0.004037167,-0.839730727
0.155,0,0,0,-0.012110347,-0.002018368,-0.419820516,-0.020556612,-0.004037167,-0.839730727
0.16,0,0,0,-0.012110347,-0.002018368,-0.419820516,-0.020556612,-0.004037167,-0.839730727
0.165,0,0,0,-0.012110347,-0.002018368,-0.419820516,-0.020556612,-0.004037167,-0.839730727
0.17,0,0,0,-0.012110347,-0.002018368,-0.419820516,-0.020556612,-0.004037167,-0.839730727
0.175,0,0,0,-0.012110347,-0.002018368,-0.419820516,-0.020556612,-0.004037167,-0.839730727
0.18,0,0,0,-0.012110347,-0.002018368,-0.419820516,-0.020556612,-0.004037167,-0.839730727
0.185,0,0,0,-0.012110347,-0.002018368,-0.419820516,-0.020556612,-0.004037167,-0.839730727
0.19,0,0,0,-0.012110347,-0.002018368,-0.419820516,-0.020556612,-0.004037167,-0.839730727
0.195,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.2,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.205,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.21,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.215,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.22,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.225,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.23,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.235,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.24,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.245,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.25,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.255,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.26,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.265,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.27,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.275,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.28,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.285,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.29,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.295,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.3,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.305,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.31,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.315,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.32,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.325,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.33,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.335,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.34,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.345,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.35,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.355,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.36,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.365,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.37,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.375,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.38,0,0,0,-0.013118596,-0.002018222,-0.41979022,-0.022573336,-0.004036918,-0.839678935
0.385,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.39,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.395,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.4,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.405,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.41,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.415,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.42,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.425,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.43,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.435,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.44,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.445,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.45,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.455,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.46,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.465,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.47,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.475,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.48,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.485,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.49,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.495,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.5,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.505,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.51,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.515,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.52,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.525,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.53,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.535,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.54,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.545,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.55,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.555,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.56,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.565,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.57,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.575,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.58,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.585,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.59,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.595,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.6,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.605,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.61,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.615,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.62,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.625,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.63,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.635,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.64,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.645,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.65,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.655,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.66,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.665,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.67,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.675,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.68,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.685,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.69,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.695,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.7,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.705,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.71,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.715,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.72,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.725,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.73,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.735,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.74,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.745,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.75,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.755,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.76,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.765,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.77,0,0,0,-0.014126618,-0.003027054,-0.419751445,-0.024589627,-0.006054881,-0.83961018
0.775,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.78,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.785,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.79,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.795,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.8,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.805,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.81,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.815,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.82,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.825,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.83,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.835,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.84,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.845,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.85,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.855,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.86,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.865,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.87,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.875,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.88,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.885,0,0,0,-0.014126618,-0.001009041,-0.419761147,-0.024589627,-0.00201834,-0.839629587
0.89,0,0,0,-0.014126618,-0.001009041,-0.419761147,-0.024589627,-0.00201834,-0.839629587
0.895,0,0,0,-0.014126618,-0.001009041,-0.419761147,-0.024589627,-0.00201834,-0.839629587
0.9,0,0,0,-0.014126618,-0.001009041,-0.419761147,-0.024589627,-0.00201834,-0.839629587
0.905,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.91,0,0,0,-0.014126618,-0.002018065,-0.419757509,-0.024589627,-0.004036646,-0.839622309
0.915,0,0,0,-0.015134395,-0.002017896,-0.419722382,-0.02660545,-0.00403635,-0.839560852
0.92,0,0,0,-0.015134395,-0.002017896,-0.419722382,-0.02660545,-0.00403635,-0.839560852
0.925,0,0,0,-0.015134395,-0.002017896,-0.419722382,-0.02660545,-0.00403635,-0.839560852
0.93,0,0,0,-0.015134395,-0.002017896,-0.419722382,-0.02660545,-0.00403635,-0.839560852
0.935,0,0,0,-0.015134395,-0.002017896,-0.419722382,-0.02660545,-0.00403635,-0.839560852
0.94,0,0,0,-0.015134395,-0.002017896,-0.419722382,-0.02660545,-0.00403635,-0.839560852
0.945,0,0,0,-0.016141911,-0.002017716,-0.419684843,-0.028620771,-0.004036032,-0.839494567
0.95,0,0,0,-0.016141911,-0.002017716,-0.419684843,-0.028620771,-0.004036032,-0.839494567
0.955,0,0,0,-0.016141911,-0.002017716,-0.419684843,-0.028620771,-0.004036032,-0.839494567
0.96,0,0,0,-0.016141911,-0.002017716,-0.419684843,-0.028620771,-0.004036032,-0.839494567
0.965,0,0,0,-0.016141911,-0.002017716,-0.419684843,-0.028620771,-0.004036032,-0.839494567
0.97,0,0,0,-0.016141911,-0.002017716,-0.419684843,-0.028620771,-0.004036032,-0.839494567
0.975,0,0,0,-0.017149148,-0.002017524,-0.419644893,-0.030635555,-0.00403569,-0.839423458
0.98,0,0,0,-0.017149148,-0.002017524,-0.419644893,-0.030635555,-0.00403569,-0.839423458
0.985,0,0,0,-0.017149148,-0.002017524,-0.419644893,-0.030635555,-0.00403569,-0.839423458
0.99,0,0,0,-0.017149148,-0.002017524,-0.419644893,-0.030635555,-0.00403569,-0.839423458
0.995,0,0,0,-0.018156089,-0.00201732,-0.419602534,-0.032649767,-0.004035325,-0.83934753
1,0,0,0,-0.018156089,-0.00201732,-0.419602534,-0.032649767,-0.004035325,-0.83934753
1.005,0,0,0,-0.019162716,-0.002017105,-0.419557769,-0.034663374,-0.004034936,-0.839266785
1.01,0,0,0,-0.019162716,-0.002017105,-0.419557769,-0.034663374,-0.004034936,-0.839266785
1.015,0,0,0,-0.019162716,-0.002017105,-0.419557769,-0.034663374,-0.004034936,-0.839266785
1.02,0,0,0,-0.019162716,-0.002017105,-0.419557769,-0.034663374,-0.004034936,-0.839266785
1.025,0,0,0,-0.020169012,-0.002016878,-0.4195106,-0.036676339,-0.004034525,-0.839181229
1.03,0,0,0,-0.020169012,-0.002016878,-0.4195106,-0.036676339,-0.004034525,-0.839181229
1.035,0,0,0,-0.02117496,-0.00201664,-0.419461028,-0.03868863,-0.004034091,-0.839090867
1.04,0,0,0,-0.02117496,-0.00201664,-0.419461028,-0.03868863,-0.004034091,-0.839090867
1.045,0,0,0,-0.022180543,-0.00201639,-0.419409058,-0.040700211,-0.004033633,-0.838995703
1.05,0,0,0,-0.022180543,-0.00201639,-0.419409058,-0.040700211,-0.004033633,-0.838995703
1.055,0,0,0,-0.023185744,-0.002016128,-0.419354691,-0.042711049,-0.004033153,-0.838895742
1.06,0,0,0,-0.023185744,-0.002016128,-0.419354691,-0.042711049,-0.004033153,-0.838895742
1.065,0,0,0,-0.024190545,-0.002015855,-0.41929793,-0.044721108,-0.004032649,-0.838790991
1.07,0,0,0,-0.024190545,-0.002015855,-0.41929793,-0.044721108,-0.004032649,-0.838790991
1.075,0,0,0,-0.025194929,-0.002015571,-0.419238778,-0.046730355,-0.004032122,-0.838681455
1.08,0,0,0,-0.025194929,-0.002015571,-0.419238778,-0.046730355,-0.004032122,-0.838681455
1.085,0,0,0,-0.02619888,-0.002015275,-0.419177239,-0.048738755,-0.004031573,-0.838567139
1.09,0,0,0,-0.02619888,-0.002015275,-0.419177239,-0.048738755,-0.004031573,-0.838567139
1.095,0,0,0,-0.02720238,-0.002014968,-0.419113315,-0.050746276,-0.004031,-0.83844805
1.1,0,0,0,-0.02720238,-0.002014968,-0.419113315,-0.050746276,-0.004031,-0.83844805
1.105,0,0,0,-0.028205413,-0.002014649,-0.419047009,-0.052752881,-0.004030405,-0.838324195
1.11,0,0,0,-0.028205413,-0.002014649,-0.419047009,-0.052752881,-0.004030405,-0.838324195
1.115,0,0,0,-0.029207961,-0.002014319,-0.418978326,-0.054758539,-0.004029786,-0.83819558
1.12,0,0,0,-0.029207961,-0.002014319,-0.418978326,-0.054758539,-0.004029786,-0.83819558
1.125,0,0,0,-0.030282425,-0.002018805,-0.418902016,-0.056908091,-0.004038806,-0.838052339
1.13,0,0,0,-0.030282425,-0.002018805,-0.418902016,-0.056176487,-0.004039027,-0.838098171
1.135,0,0,0,-0.032289692,-0.002018082,-0.418752078,-0.060192481,-0.004037683,-0.837819323
1.14,0,0,0,-0.032289692,-0.002018082,-0.418752078,-0.060192481,-0.004037683,-0.837819323
1.145,0,0,0,-0.0332925,-0.002017704,-0.418673546,-0.062198864,-0.004036977,-0.837672764
1.15,0,0,0,-0.032289692,-0.002018082,-0.418752078,-0.060923857,-0.004037446,-0.837769986
1.155,0,0,0,-0.034294735,-0.002017314,-0.418592644,-0.064204128,-0.004036248,-0.837521459
1.16,0,0,0,-0.034294735,-0.002017314,-0.418592644,-0.064204128,-0.004036248,-0.837521459
1.165,0,0,0,-0.036297421,-0.0020165,-0.418423746,-0.068211158,-0.004034721,-0.837204643
1.17,0,0,0,-0.036297421,-0.0020165,-0.418423746,-0.068211158,-0.004034721,-0.837204643
1.175,0,0,0,-0.037297838,-0.002016076,-0.418335758,-0.070212858,-0.004033924,-0.837039149
1.18,0,0,0,-0.037297838,-0.002016076,-0.418335758,-0.070212858,-0.004033924,-0.837039149
1.185,0,0,0,-0.039296737,-0.002015194,-0.41815273,-0.074212463,-0.00403226,-0.836694034
1.19,0,0,0,-0.039296737,-0.002015194,-0.41815273,-0.074212463,-0.00403226,-0.836694034
1.195,0,0,0,-0.040295186,-0.002014736,-0.418057698,-0.076210301,-0.004031395,-0.836514431
1.2,0,0,0,-0.040295186,-0.002014736,-0.418057698,-0.076210301,-0.004031395,-0.836514431
1.205,0,0,0,-0.04239111,-0.002018601,-0.417850355,-0.080404207,-0.004039235,-0.836121704
1.21,0,0,0,-0.04239111,-0.002018601,-0.417850355,-0.080404207,-0.004039235,-0.836121704
1.215,0,0,0,-0.043389774,-0.002018105,-0.417747836,-0.082402553,-0.004038295,-0.83592713
1.22,0,0,0,-0.043389774,-0.002018105,-0.417747836,-0.082402553,-0.004038295,-0.83592713
1.225,0,0,0,-0.045384856,-0.002017081,-0.417535802,-0.086394828,-0.004036348,-0.835523966
1.23,0,0,0,-0.045384856,-0.002017081,-0.417535802,-0.086394828,-0.004036348,-0.835523966
1.235,0,0,0,-0.046381241,-0.002016552,-0.417426298,-0.08838869,-0.00403534,-0.835315396
1.24,0,0,0,-0.046381241,-0.002016552,-0.417426298,-0.08838869,-0.00403534,-0.835315396
1.245,0,0,0,-0.048371618,-0.003023147,-0.417194256,-0.092371702,-0.006049798,-0.834872161
1.25,0,0,0,-0.048371618,-0.003023147,-0.417194256,-0.092371702,-0.006049798,-0.834872161
1.255,0,0,0,-0.049365579,-0.003022303,-0.417077817,-0.094360787,-0.006048186,-0.834649697
1.26,0,0,0,-0.049365579,-0.003022303,-0.417077817,-0.094360787,-0.006048186,-0.834649697
1.265,0,0,0,-0.051473433,-0.003027769,-0.416822886,-0.09857905,-0.006059288,-0.834161922
1.27,0,0,0,-0.051473433,-0.003027769,-0.416822886,-0.09857905,-0.006059288,-0.834161922
1.275,0,0,0,-0.052467115,-0.004035743,-0.41669043,-0.100567657,-0.008076585,-0.833907411
1.28,0,0,0,-0.052467115,-0.004035743,-0.41669043,-0.100567657,-0.008076585,-0.833907411
1.285,0,0,0,-0.05445178,-0.004033276,-0.416435753,-0.104539546,-0.008071853,-0.833418853
1.29,0,0,0,-0.05445178,-0.004033276,-0.416435753,-0.104539546,-0.008071853,-0.833418853
1.295,0,0,0,-0.055442732,-0.005039879,-0.41629401,-0.106522764,-0.01008651,-0.833145737
1.3,0,0,0,-0.055442732,-0.005039879,-0.41629401,-0.106522764,-0.01008651,-0.833145737
1.305,0,0,0,-0.056432743,-0.005038269,-0.41616098,-0.108504124,-0.010083415,-0.83289005
1.31,0,0,0,-0.056432743,-0.005038269,-0.41616098,-0.108504124,-0.010083415,-0.83289005
1.315,0,0,0,-0.058548897,-0.00605614,-0.415854963,-0.112739378,-0.012120876,-0.83230017
1.32,0,0,0,-0.058548897,-0.00605614,-0.415854963,-0.112739378,-0.012120876,-0.83230017
1.325,0,0,0,-0.059538243,-0.00706284,-0.415698585,-0.114719488,-0.014135884,-0.831997759
1.33,0,0,0,-0.059538243,-0.00706284,-0.415698585,-0.114719488,-0.014135884,-0.831997759
